,B,G,R,Time_ms,Time_s,B_F,G_F,R_F,Green_Source,GRD_Source,ICA_Source_0,ICA_Source_1,ICA_Source_2,ICA_Best_Source
32,0.37462704290611276,1.3269698940975485,1.1168711771017152,1066.6666666666667,1.0666666666666669,0.4799318220218145,1.405991935893417,1.1201976435600947,1.405991935893417,0.2857942923333223,0.018069764392374787,0.010038861363770808,0.014991441039111049,0.010038861363770808
33,0.4296780279203402,1.3130567018019115,1.168641937244944,1100.0,1.1,0.4893229738896303,1.407018129764665,1.1071019402979134,1.407018129764665,0.29991618946675147,0.01787848637608618,0.01037629234906049,0.014737336855399,0.01037629234906049
34,0.3667530272765296,1.3797524225923643,0.9917470619097243,1133.3333333333333,1.1333333333333333,0.5059699424206583,1.418529219360422,1.0970971654379937,1.418529219360422,0.32143205392242824,0.01774364652724675,0.01091367420775601,0.014488157794820784,0.01091367420775601
35,0.4840270764438072,1.4168010837283174,0.9430807161997131,1166.6666666666667,1.1666666666666667,0.5231938180852967,1.4379416577830642,1.088003678598435,1.4379416577830642,0.3499379791846291,0.017648657880685776,0.011629919092606569,0.014364452224853429,0.011629919092606569
36,0.4899563561897035,1.416533031399665,0.9014375716678343,1200.0,1.2,0.5399387171210784,1.4628515329186271,1.0830392466352734,1.4628515329186271,0.37981228628335373,0.017628409448629805,0.012388994111813755,0.01435902854451052,0.012388994111813755
37,0.6715781187281084,1.4152885027310025,1.1663088577341838,1233.3333333333337,1.2333333333333338,0.5599052767800566,1.49169593516939,1.0884080381254975,1.49169593516939,0.40328789704389245,0.017743958841675827,0.013011527163749419,0.014364859823418957,0.013011527163749419
38,0.707126473333594,1.3982288866730852,1.204035719081284,1266.6666666666663,1.2666666666666664,0.5865013436610197,1.5235255246251025,1.1079952251551324,1.5235255246251025,0.4155302994699701,0.018030247242229014,0.01338695817243261,0.014287526479278875,0.01338695817243261
39,0.4663758565551767,1.4910707253542943,0.9848544035043946,1300.0,1.3,0.6178893379770477,1.5567075017133771,1.139758506372938,1.5567075017133771,0.41694899534043905,0.018460927112259645,0.013519565862084772,0.014140600703321774,0.013519565862084772
40,0.573594721637306,1.5343420298334893,1.0931265792872795,1333.3333333333333,1.3333333333333333,0.6459537384806053,1.5877164749699932,1.1765626767474766,1.5877164749699932,0.41115379822251663,0.01895754908555838,0.013477694486043777,0.014052968422390464,0.013477694486043777
41,0.49889126161317227,1.5685761415187691,1.0022427008449857,1366.6666666666667,1.3666666666666667,0.6587461562982347,1.6110931930632617,1.209539109587073,1.6110931930632617,0.4015540834761888,0.019424313614015337,0.013317355038601488,0.014213645923898802,0.013317355038601488
42,0.7220726301123589,1.5800832450550402,1.2532503444371388,1400.0,1.4000000000000001,0.6438572669990271,1.6203524045190798,1.2307744286733189,1.6203524045190798,0.3895779758457609,0.019775048856628098,0.013046154049946669,0.01480783247439604,0.013046154049946669
43,0.5803710413468406,1.6674874507840305,1.081534381060235,1433.333333333333,1.4333333333333331,0.5925788723815225,1.609639242218737,1.234839474296319,1.609639242218737,0.3747997679224182,0.01994588570273753,0.01263366033369305,0.015943012205404044,0.01263366033369305
44,0.29257539182374065,1.5259095876825857,0.9582837537190253,1466.6666666666663,1.4666666666666663,0.5058394093512718,1.5766069541997274,1.2203540569655753,1.5766069541997274,0.3562528972341521,0.01990750074799455,0.012053431005940578,0.017551086667104247,0.012053431005940578
45,1.2115251097799653,1.7387127838205672,1.7943501378058855,1500.0,1.5,0.3982626231484929,1.5251651655358451,1.1911561313081958,1.5251651655358451,0.3340090342276494,0.019677718786326702,0.01132915058067776,0.019335328414916485,0.01132915058067776
46,0.7842617577695772,1.828223114988785,1.3466406441177015,1533.3333333333337,1.5333333333333337,0.2941258558141066,1.46497499645663,1.1551052990558413,1.46497499645663,0.30986969740078885,0.019317060848395698,0.010545749659583823,0.020862119180096846,0.010545749659583823
47,0.8225698232244357,1.84407649556789,1.314970967429825,1566.666666666667,1.566666666666667,0.2152583282985869,1.406808989118313,1.1199497267706002,1.406808989118313,0.28685926234771286,0.018896519705800023,0.009816480070130635,0.02177964955971047,0.009816480070130635
48,0.7234661474720042,1.7918828778642248,1.2064377061012626,1600.0,1.6,0.16969558130915077,1.3568390030517905,1.089096587141569,1.3568390030517905,0.2677424159102215,0.018457665932399378,0.009225878659398183,0.02199830254545774,0.009225878659398183
49,0.43705734426339515,1.4586506897140061,1.4426961050483325,1633.333333333333,1.633333333333333,0.15079061513043326,1.314218059531654,1.0616285123833393,1.314218059531654,0.2525895471483146,0.018006417257389825,0.00876753103716141,0.021671199103919046,0.00876753103716141
50,0.4601820817497448,1.4511952609469911,1.4681119126326754,1666.666666666667,1.666666666666667,0.14686642063046704,1.2737823481017638,1.0366425537693962,1.2737823481017638,0.23713979433236765,0.017548135148513663,0.00832103000908553,0.02100482699244284,0.00832103000908553
51,-0.7254274981013467,1.1539919521655677,0.7119112657349752,1700.0,1.7,0.15196595884830294,1.2316576916216684,1.016523239950354,1.2316576916216684,0.2151344516713143,0.017116862837737886,0.007727896061935171,0.020089743796483504,0.007727896061935171
52,-1.1467949568440081,0.6638930037104346,0.707853596597849,1733.3333333333337,1.7333333333333338,0.16973117504124424,1.1893960317559076,1.0056389505002763,1.1893960317559076,0.18375708125563128,0.016762462326990357,0.006929737911085024,0.01887040360669011,0.006929737911085024
53,-0.7113875223879034,0.9024927325827702,0.5272962789020579,1766.6666666666663,1.7666666666666664,0.21044419301645134,1.153839767345258,1.0071265981293922,1.153839767345258,0.14671316921586586,0.016518619039771344,0.006036371408324345,0.017210747314089555,0.006036371408324345
54,0.13874280234776828,1.0293549291803656,1.0009797430321572,1800.0,1.8,0.2855357467674353,1.1337808368147593,1.0217542584596317,1.1337808368147593,0.11202657835512753,0.01639285953989267,0.0052626434292278815,0.014973648301444839,0.0052626434292278815
55,0.2321192737545588,1.1744279248445006,0.807724888096102,1833.333333333333,1.833333333333333,0.40196380614359867,1.1361152979381444,1.0490438536354345,1.1361152979381444,0.08707144430270986,0.016383674942346563,0.004800161305606364,0.01210033040969959,0.004800161305606364
56,0.21041498271805248,1.167939854625448,0.7771239157538182,1866.666666666667,1.866666666666667,0.5569143675761087,1.1628718926029187,1.0881449039998539,1.1628718926029187,0.07472698860306481,0.016496816076497913,0.004717133589837888,0.008696206617269199,0.004717133589837888
57,0.48453718293610193,1.058768531909951,1.1365031921309932,1900.0,1.9000000000000001,0.7358760462324963,1.2100167422884593,1.137370855929242,1.2100167422884593,0.07264588635921743,0.016740880447611874,0.004937115772979754,0.0050581585116237235,0.004937115772979754
58,0.5118974236364109,1.2308493540372292,0.834651889089441,1933.333333333333,1.9333333333333331,0.9177583133061349,1.269101686133293,1.1936769557163143,1.269101686133293,0.07542473041697884,0.01711099327510666,0.005297484030023356,0.0015710651864990794,0.005297484030023356
59,1.1941198047194839,1.1658275177490178,1.5285911608842853,1966.6666666666663,1.9666666666666663,1.0848921348100111,1.3313275804390972,1.2532808274827365,1.3313275804390972,0.07804675295636065,0.017580912432891532,0.005647023400821925,-0.0014756850344518164,0.005647023400821925
60,0.9854786989150507,1.3205576072392196,1.1737200087597326,2000.0,2.0,1.2305659487209233,1.3915587618595253,1.3129489458430441,1.3915587618595253,0.0786098160164812,0.018111079678691362,0.005924575114673477,-0.004007841283325573,0.005924575114673477
61,1.4745149645843723,1.3598074727026597,1.6102717298884437,2033.333333333333,2.033333333333333,1.3582389367820156,1.4494660188386845,1.3704052734626015,1.4494660188386845,0.07906074537608299,0.018660609365867796,0.006177693658782822,-0.0061251975887127155,0.006177693658782822
62,1.5284419796120206,1.340346667350668,1.5774475628062894,2066.666666666667,2.066666666666667,1.4739854145238087,1.5072971828929902,1.4235119397721103,1.5072971828929902,0.08378524312087987,0.01919201773706331,0.0065182274040996085,-0.007949129388797362,0.0065182274040996085
63,1.1709664590496536,1.3973843090979288,1.127130378334889,2100.0,2.1,1.5801107626460755,1.5667608465905427,1.470220909965585,1.5667608465905427,0.09653993662495775,0.019678677045889787,0.007038798898763306,-0.009513746522471986,0.007038798898763306
64,1.3839329322246048,1.366685032738202,1.3963776163800674,2133.333333333333,2.133333333333333,1.6747939316958005,1.627516389305282,1.5102726382159226,1.627516389305282,0.11724375108935936,0.02012169067025102,0.007735100909077249,-0.010779015830931929,0.007735100909077249
65,1.2455102078347002,1.5019885392474388,1.191573675240024,2166.6666666666665,2.1666666666666665,1.7542867411039167,1.6872011162262552,1.5459142202095155,1.6872011162262552,0.14128689601673972,0.02055222159394813,0.008492047808630589,-0.011684843822655507,0.008492047808630589
66,1.8114640570401503,1.6598822421724373,1.6532870287620607,2200.0,2.2,1.8135000401663364,1.7417889001297748,1.5794852917940805,1.7417889001297748,0.16230360833569435,0.02100045432124011,0.009149179035458666,-0.01216565031923879,0.009149179035458666
67,1.9680292370594898,1.8349577188086303,1.5013994995704547,2233.333333333333,2.233333333333333,1.8466838525455878,1.7862531997928712,1.610271981919239,1.7862531997928712,0.1759812178736322,0.021456153328386247,0.009590750715672508,-0.012163799622501062,0.009590750715672508
68,1.6417366704173457,1.7195991779838251,1.424818124125974,2266.6666666666665,2.2666666666666666,1.8497518516306206,1.8157109555475117,1.6339567120550098,1.8157109555475117,0.1817542434925019,0.021858793202593357,0.009789503603118676,-0.011670443505171399,0.009789503603118676
69,2.3531839122612075,1.9467117850897881,1.8485876950458517,2300.0,2.3000000000000003,1.8213229136495979,1.8262869116127316,1.6447250112004117,1.8262869116127316,0.1815619004123199,0.02212428115821444,0.00978075299884653,-0.01073198782895278,0.00978075299884653
70,2.077332126109134,1.993401697862841,1.5812337952027526,2333.333333333333,2.333333333333333,1.7617010071098689,1.8156333681776726,1.6381517360426467,1.8156333681776726,0.17748163213502588,0.022186677492970406,0.009607830059436514,-0.00940792471889432,0.009607830059436514
71,2.079396754885453,1.882519623909589,1.7940955793988722,2366.6666666666665,2.3666666666666667,1.672732615943696,1.7835655819656904,1.6132395700675153,1.7835655819656904,0.1703260118981751,0.02202687943994381,0.009290861360338496,-0.00775115483112738,0.009290861360338496
72,1.8827935730065388,2.0007005578862604,1.4904516785295765,2400.0,2.4,1.5586289762066532,1.7320432611762027,1.5724155579545107,1.7320432611762027,0.15962770322169195,0.02166993826862734,0.008827154746563221,-0.0058293648336204245,0.008827154746563221
73,2.400888483809283,2.0518204138487866,2.203299894559295,2433.333333333333,2.433333333333333,1.4251705682105653,1.6638990633516524,1.5193925209453603,1.6638990633516524,0.14450654240629213,0.02115561405749621,0.008207800076154544,-0.0037320487676556937,0.008207800076154544
74,2.3896100026884715,2.045844865074922,2.2181246140961726,2466.666666666667,2.4666666666666672,1.277044313235901,1.5813000386317475,1.4565102233520484,1.5813000386317475,0.12478981527969912,0.020507156945509957,0.0074378018720334775,-0.0015356575709168496,0.0074378018720334775
75,0.8652444676527378,1.6938207506825147,1.287725081309367,2500.0,2.5,1.1157900789761148,1.4852324802695243,1.3835082947699728,1.4852324802695243,0.10172418549955142,0.019720217995730698,0.006549514245316788,0.0007369957567104271,0.006549514245316788
76,1.091649803254817,1.5205729178501104,1.5648233968953327,2533.333333333333,2.533333333333333,0.941109577365758,1.3765763618713314,1.298645336448696,1.3765763618713314,0.0779310254226353,0.018777028316334578,0.005605115283623981,0.0031047096524311913,0.005605115283623981
77,1.0558067883365345,1.602148785934861,1.1350219728456101,2566.666666666667,2.566666666666667,0.7560945971840289,1.2582853282547444,1.2019921373850486,1.2582853282547444,0.05629319086969575,0.017680082748484604,0.004680407570147505,0.005540118704599219,0.004680407570147505
78,0.7512530258568588,1.253001264920236,1.400856667104321,2600.0,2.6,0.57254595457742,1.137013100334054,1.0990524479258237,1.137013100334054,0.03796065240823032,0.01648757886064508,0.003827162999140386,0.007870717034030607,0.003827162999140386
79,0.3609186948590513,1.169121868628087,0.9777762432228807,2633.333333333333,2.6333333333333333,0.4098215871459032,1.0223628757900516,1.001149751327975,1.0223628757900516,0.02121312446207657,0.015319053042955647,0.0030441590501967637,0.00979616424309148,0.0030441590501967637
80,0.37060157562242485,1.163823420055246,0.9579983574452557,2666.6666666666665,2.6666666666666665,0.28568694089207736,0.9236510389537788,0.9207917460778253,0.9236510389537788,0.002859292875953434,0.014312920941298208,0.0022940656815267847,0.011054733142741791,0.0022940656815267847
81,0.6568505529077262,0.9884151693843729,1.2133564730611046,2700.0,2.7,0.2064458254852011,0.8463057226030859,0.865173021255722,0.8463057226030859,-0.018867298652636144,0.013561294762183861,0.0015534778532804723,0.011597294579040202,0.0015534778532804723
82,0.28535521915228634,0.8936586712129587,0.7585715610857394,2733.333333333333,2.733333333333333,0.1642197624948457,0.7901802962626716,0.8330571472576942,0.7901802962626716,-0.042876850995022586,0.013072567320550652,0.0008398719093036933,0.011619954035628134,0.0008398719093036933
83,0.10358194164353042,0.6732054178622727,0.8092341197252659,2766.666666666666,2.766666666666666,0.14228340710660956,0.7505634648672251,0.8170421972497831,0.7505634648672251,-0.06647873238255797,0.012787286985794653,0.00018974074260944148,0.011450610325375912,0.00018974074260944148
84,-0.5961732973199172,0.4498665131028633,0.3126003749605801,2800.0,2.8000000000000003,0.12438813786068559,0.721392069986604,0.8089564883948878,0.721392069986604,-0.08756441840828377,0.01262961225971126,-0.0003762950711995225,0.011379482206177998,-0.0003762950711995225
85,0.022783156818671605,0.578555922901814,0.8250550305960968,2833.333333333333,2.833333333333333,0.10272375333932275,0.6989426936614761,0.8046147204348703,0.6989426936614761,-0.10567202677339416,0.012556744962832551,-0.0008627891526871315,0.011531312284293297,-0.0008627891526871315
86,0.033921243435924904,0.5723159259558627,0.8369467349842011,2866.666666666666,2.8666666666666663,0.07979417504563684,0.6835026311856706,0.8050671294749533,0.6835026311856706,-0.12156449828928273,0.012575259197513455,-0.0012844151506866033,0.011849568558461735,-0.0012844151506866033
